gene	ncbi_gene_id	protein_id	uniprot_id	ncbi_description	annotation	pfam
MYCTH_2314890	ncbi-geneid:11512304	XP_003662251	up:G2Q849	hypothetical protein	WD domain, G-beta repeat(GLE2)	WD40
MYCTH_2314896	ncbi-geneid:11512312	XP_003662259	up:G2Q8B1	hypothetical protein	-	-
MYCTH_2314920	ncbi-geneid:11512365	XP_003662312	up:G2Q8L8	hypothetical protein	Redoxin(DOT5)	AhpC-TSA
MYCTH_2314931	ncbi-geneid:11512386	XP_003662333	up:G2Q8N9	sphingolipid delta-4 desaturase like protein	Orthologue of sphingolipid delta-4 desaturase from A. thaliana(DES1)	FA_desaturase,Lipid_DES
MYCTH_2314933	ncbi-geneid:11512390	XP_003662337	up:G2Q8P3	hypothetical protein	60S ribosomal protein(RPL30)	Ribosomal_L7Ae
MYCTH_2314934	ncbi-geneid:11512391	XP_003662338	up:G2Q8P4	hypothetical protein	60S ribosomal protein(RPL10)	Ribosomal_L16
MYCTH_2314935	ncbi-geneid:11512392	XP_003662339	up:G2Q8P5	hypothetical protein	-	-
MYCTH_2314947	ncbi-geneid:11512440	XP_003662387	up:G2Q8Z8	hypothetical protein	-	-
MYCTH_2314963	ncbi-geneid:11512560	XP_003662453	up:G2QBS7	hypothetical protein	-	-
MYCTH_2314967	ncbi-geneid:11512534	XP_003662473	up:G2QC01	hypothetical protein	Thioredoxin(TRX3)	Thioredoxin
MYCTH_2314976	ncbi-geneid:11512576	XP_003662500	up:G2QC28	hypothetical protein	Ser-Thr-rich glycosyl-phosphatidyl-inositol-anchored membrane family	GPI-anchored
MYCTH_2314986	ncbi-geneid:11512598	XP_003662522	up:G2QCA2	hypothetical protein	FAD binding domain	FAD_binding_3,NAD_binding_8
MYCTH_2315007	ncbi-geneid:11512645	XP_003662569	up:G2QCK1	glycoside hydrolase family 17 protein	glycoside hydrolase family 17	Glyco_hydro_17
MYCTH_2315009	ncbi-geneid:11512662	XP_003662586	up:G2QCL8	hypothetical protein	GlcNAc-PI de-N-acetylase(GPI12)	PIG-L
MYCTH_2315024	ncbi-geneid:11512698	XP_003662622	up:G2QCV7	hypothetical protein	Catalyzes the oxidation of uric acid to 5- hydroxyisourate, which is further processed to form (S)-allantoin	Uricase
MYCTH_2315027	ncbi-geneid:11512701	XP_003662625	up:G2QCW0	hypothetical protein	FAR1 DNA-binding domain	FAR1
MYCTH_2315050	ncbi-geneid:11512766	XP_003662690	up:G2QD79	hypothetical protein	Fungal protein of unknown function (DUF2015)	DUF2015
MYCTH_2315051	ncbi-geneid:11512767	XP_003662691	up:G2QD80	hypothetical protein	Ribosomal L28e protein family	Ribosomal_L28e
MYCTH_2315052	ncbi-geneid:11512768	XP_003662692	up:G2QD81	hypothetical protein	Malate dehydrogenase	Ldh_1_C,Ldh_1_N
MYCTH_2315056	ncbi-geneid:11512771	XP_003662695	up:G2QD84	hypothetical protein	Protein of unknown function (DUF2423)	DUF2423
MYCTH_2315057	ncbi-geneid:11512775	XP_003662699	up:G2QD88	hypothetical protein	-	-
MYCTH_2315074	ncbi-geneid:11507391	XP_003662765	up:G2QDK8	hypothetical protein	Involved in the retrieval of endoplasmic reticulum membrane proteins from the early Golgi compartment	Rer1
MYCTH_2315077	ncbi-geneid:11507395	XP_003662769	up:G2QDL2	hypothetical protein	Belongs to the eukaryotic ribosomal protein eS12 family(RPS12)	Ribosomal_L7Ae
MYCTH_2315082	ncbi-geneid:11507403	XP_003662777	up:G2QDM0	hypothetical protein	Belongs to the TCTP family	TCTP
MYCTH_2315098	ncbi-geneid:11507453	XP_003662827	up:G2QDX3	hypothetical protein	GGL domain	G-gamma
MYCTH_2315100	ncbi-geneid:11507455	XP_003662829	up:G2QDX5	hypothetical protein	Serine threonine-protein phosphatase PP1(GLC7)	Metallophos,STPPase_N
MYCTH_2315106	ncbi-geneid:11507477	XP_003662851	up:G2QE23	hypothetical protein	Dolichol phosphate-mannose biosynthesis regulatory protein (DPM2)(dpm2)	DPM2
MYCTH_2315114	ncbi-geneid:11507494	XP_003662868	up:G2QE40	hypothetical protein	Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase(SOL1)	Glucosamine_iso
MYCTH_2315189	ncbi-geneid:11507673	XP_003663047	up:G2QEL9	hypothetical protein	Domain of unknown function (DUF1996)	DUF1996
MYCTH_2315190	ncbi-geneid:11507675	XP_003663049	up:G2QEM1	hypothetical protein	Sterile alpha motif.(VTS1)	SAM_2
MYCTH_2315197	ncbi-geneid:11507692	XP_003663066	up:G2QEN8	hypothetical protein	FAD-binding domain	FAD_binding_8,Ferric_reduct,NAD_binding_6
MYCTH_2315209	ncbi-geneid:11507714	XP_003663088	up:G2QER0	hypothetical protein	60S ribosomal protein L39(RPL39)	Ribosomal_L39
MYCTH_2315211	ncbi-geneid:11507715	XP_003663089	up:G2QER1	hypothetical protein	Belongs to the SKP1 family(sconC)	Skp1,Skp1_POZ
MYCTH_2315227	ncbi-geneid:11507755	XP_003663129	up:G2QBE1	hypothetical protein	Forkhead associated domain	FHA,zf-RING_11
MYCTH_2315249	ncbi-geneid:11507806	XP_003663180	up:G2QBJ2	hypothetical protein	Belongs to the universal ribosomal protein uS3 family(RPS3)	KH_2,Ribosomal_S3_C
MYCTH_2315255	ncbi-geneid:11507815	XP_003663189	up:G2QBK1	hypothetical protein	Belongs to the synaptobrevin family(YKT6)	Longin,Synaptobrevin
MYCTH_2315281	ncbi-geneid:11507867	XP_003663241	up:G2QBQ3	hypothetical protein	Transcription factor tfiiib component	Myb_DNA-bind_7
MYCTH_2315290	ncbi-geneid:11507886	XP_003663260	up:G2QBS2	hypothetical protein	Belongs to the universal ribosomal protein uL1 family(RPL10A)	Ribosomal_L1
MYCTH_2315304	ncbi-geneid:11507919	XP_003663293	up:G2QBW6	hypothetical protein	-	-
MYCTH_2315319	ncbi-geneid:11507937	XP_003663311	up:G2QBY4	hypothetical protein	-	-
MYCTH_2315322	ncbi-geneid:11507940	XP_003663314	up:G2QC40	hypothetical protein	eRF1_1(ERF1)	eRF1_1,eRF1_2,eRF1_3
MYCTH_2315354	ncbi-geneid:11509267	XP_003663389	up:G2QCG8	hypothetical protein	Hyaluronan / mRNA binding family	HABP4_PAI-RBP1,Stm1_N
MYCTH_2315372	ncbi-geneid:11509411	XP_003663455	up:G2QCT9	hypothetical protein	Inositol phospholipid synthesis and fat-storage-inducing TM	Scs3p
MYCTH_2315383	ncbi-geneid:11509542	XP_003663508	up:G2QD45	hypothetical protein	Haloacid dehalogenase-like hydrolase	Hydrolase_6,Hydrolase_like
MYCTH_2315393	ncbi-geneid:11509579	XP_003663545	up:G2QDD5	hypothetical protein	Protein kinase domain	Pkinase
MYCTH_2315403	ncbi-geneid:11509733	XP_003663621	up:G2QDR5	hypothetical protein	-	-
MYCTH_2315408	ncbi-geneid:11509750	XP_003663638	up:G2QDY4	hypothetical protein	ADP-ribosylglycohydrolase	ADP_ribosyl_GH
MYCTH_2315428	ncbi-geneid:11510002	XP_003663712	up:G2QFU9	hypothetical protein	-	-
MYCTH_2315429	ncbi-geneid:11510010	XP_003663720	up:G2QFV7	hypothetical protein	Methyltransferase domain	Methyltransf_23
MYCTH_2315436	ncbi-geneid:11510051	XP_003663761	up:G2QG51	hypothetical protein	Protein of unknown function (DUF971)	DUF971,TauD
MYCTH_2315449	ncbi-geneid:11506418	XP_003663812	up:G2QGF3	hypothetical protein	clavaminate synthase-like protein	2OG-FeII_Oxy,DIOX_N
MYCTH_2315454	ncbi-geneid:11510169	XP_003663819	up:G2QGG0	hypothetical protein	-	-
MYCTH_2315462	ncbi-geneid:11510192	XP_003663842	up:G2QGN5	hypothetical protein	-	-
MYCTH_2315464	ncbi-geneid:11510229	XP_003663879	up:G2QGS2	hypothetical protein	Conidiation protein 6	Con-6
MYCTH_2315477	ncbi-geneid:11510261	XP_003663911	up:G2QH06	hypothetical protein	Late endosomal/lysosomal adaptor and MAPK and MTOR activator	LAMTOR
MYCTH_2315506	ncbi-geneid:11513493	XP_003664018	up:G2QHB3	hypothetical protein	-	-
MYCTH_2315513	ncbi-geneid:11513592	XP_003664039	up:G2QHD4	glucose-regulated protein	Belongs to the heat shock protein 70 family(KAR2)	HSP70
MYCTH_2315516	ncbi-geneid:11513597	XP_003664044	up:G2QHD9	hypothetical protein	SNARE complex subunit protein	-
MYCTH_2315519	ncbi-geneid:11513602	XP_003664049	up:G2QHE4	hypothetical protein	Enoyl-(Acyl carrier protein) reductase	adh_short_C2
MYCTH_2315548	ncbi-geneid:11513764	XP_003664133	up:G2QHM8	hypothetical protein	Ubiquitin-2 like Rad60 SUMO-like(ubi4)	ubiquitin
MYCTH_2315552	ncbi-geneid:11513771	XP_003664140	up:G2QHN5	hypothetical protein	Ubiquinol-cytochrome C reductase hinge protein(QCR6)	UCR_hinge
MYCTH_2315557	ncbi-geneid:11513781	XP_003664150	up:G2QHP5	glycoside hydrolase family 16 protein	Glycosyl hydrolases family 16	Glyco_hydro_16
MYCTH_2315566	ncbi-geneid:11513896	XP_003664187	up:G2QHT2	hypothetical protein	basic region leucin zipper(GCN4)	bZIP_1,bZIP_2
MYCTH_2315578	ncbi-geneid:11513934	XP_003664225	up:G2QEV1	hypothetical protein	ESSS subunit of NADH:ubiquinone oxidoreductase (complex I)	ESSS
MYCTH_2315602	ncbi-geneid:11514058	XP_003664271	up:G2QEZ7	hypothetical protein	60S ribosomal protein(rpl8)	Ribosomal_L7Ae
MYCTH_2315623	ncbi-geneid:11514201	XP_003664336	up:G2QF62	hypothetical protein	Phosphoenolpyruvate carboxykinase(PCK1)	PEPCK_ATP
MYCTH_2315625	ncbi-geneid:11514208	XP_003664343	up:G2QF69	hypothetical protein	Pfam:RRM_6(vip1)	RRM_1
MYCTH_2315630	ncbi-geneid:11514214	XP_003664349	up:G2QF75	hypothetical protein	-	-
MYCTH_2315634	ncbi-geneid:11514224	XP_003664359	up:G2QF85	hypothetical protein	copper resistance protein crd2	-
MYCTH_2315637	ncbi-geneid:11514230	XP_003664365	up:G2QF91	hypothetical protein	Saccharomyces cerevisiae YLR218C	CHCH
MYCTH_2315642	ncbi-geneid:11514241	XP_003664376	up:G2QFA2	hypothetical protein	-	-
MYCTH_2315649	ncbi-geneid:11514265	XP_003664400	up:G2QFC6	hypothetical protein	Belongs to the eukaryotic ribosomal protein eL13 family(rpl13)	Ribosomal_L13e
MYCTH_2315657	ncbi-geneid:11514377	XP_003664434	up:G2QFG0	hypothetical protein	Belongs to the ubiquitin-conjugating enzyme family(UBC6)	UQ_con
MYCTH_2315675	ncbi-geneid:11514512	XP_003664491	up:G2QFM9	hypothetical protein	F-box domain-containing protein	F-box
MYCTH_2315693	ncbi-geneid:11514554	XP_003664533	up:G2QFX4	hypothetical protein	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	RRM_1
MYCTH_2315699	ncbi-geneid:11506095	XP_003664567	up:G2QG09	hypothetical protein	Zinc-binding dehydrogenase	ADH_zinc_N_2
MYCTH_2315711	ncbi-geneid:11506164	XP_003664636	up:G2QGI1	hypothetical protein	Belongs to the eukaryotic ribosomal protein eL19 family(RPL19B)	Ribosomal_L19e
MYCTH_2315754	ncbi-geneid:11506565	XP_003664742	up:G2QIB6	hypothetical protein	Converts proline to delta-1-pyrroline-5-carboxylate(PUT1)	Pro_dh
MYCTH_2315781	ncbi-geneid:11506603	XP_003664809	up:G2QIT6	hypothetical protein	Required for the processing of the 20S rRNA-precursor to mature 18S rRNA in a late step of the maturation of 40S ribosomal subunits. Has a physiological role leading to 18S rRNA stability(RPS21)	Ribosomal_S21e
MYCTH_2315847	ncbi-geneid:11506938	XP_003664988	up:G2QJI6	hypothetical protein	Enoyl-CoA hydratase/isomerase	ECH_1
MYCTH_2315848	ncbi-geneid:11506939	XP_003664989	up:G2QJI7	hypothetical protein	WSC domain	WSC
MYCTH_2315869	ncbi-geneid:11507099	XP_003665071	up:G2QJS0	hypothetical protein	-	-
MYCTH_2315875	ncbi-geneid:11507198	XP_003665092	up:G2QJU1	hypothetical protein	Fungal protein of unknown function (DUF1748)	DUF1748
MYCTH_2315877	ncbi-geneid:11507202	XP_003665096	up:G2QJU5	hypothetical protein	Cornichon protein(ERV14)	Cornichon
MYCTH_2315892	ncbi-geneid:11507242	XP_003665136	up:G2QJY5	hypothetical protein	Ran-interacting Mog1 protein	Mog1
MYCTH_2315910	ncbi-geneid:11510919	XP_003665159	up:G2QK08	hypothetical protein	Involved in biosynthesis of the thiamine precursor thiazole. Catalyzes the conversion of NAD and glycine to adenosine diphosphate 5-(2-hydroxyethyl)-4-methylthiazole-2-carboxylic acid (ADT), an adenylated thiazole intermediate. The reaction includes an iron-dependent sulfide transfer from a conserved cysteine residue of the protein to a thiazole intermediate. The enzyme can only undergo a single turnover, which suggests it is a suicide enzyme. May have additional roles in adaptation to various stress conditions and in DNA damage tolerance(THI4)	Thi4
MYCTH_2315913	ncbi-geneid:11510923	XP_003665163	up:G2QK12	hypothetical protein	-	-
MYCTH_2315933	ncbi-geneid:11510980	XP_003665220	up:G2QK69	hypothetical protein	Belongs to the mitochondrial carrier (TC 2.A.29) family(YMC1)	Mito_carr
MYCTH_2315937	ncbi-geneid:11510987	XP_003665227	up:G2QK76	hypothetical protein	Domain in homologues of a S. cerevisiae phosphatidylinositol transfer protein (Sec14p)(SEC14)	CRAL_TRIO,CRAL_TRIO_N
MYCTH_2315941	ncbi-geneid:11510994	XP_003665234	up:G2QK83	hypothetical protein	Metalloenzyme superfamily	Metalloenzyme,Phosphodiest,iPGM_N
MYCTH_2315946	ncbi-geneid:11511006	XP_003665246	up:G2QK95	hypothetical protein	DSBA-like thioredoxin domain	DSBA
MYCTH_2315948	ncbi-geneid:11511011	XP_003665251	up:G2QKA0	hypothetical protein	Belongs to the eukaryotic-type primase small subunit family(PRI1)	DNA_primase_S
MYCTH_2315969	ncbi-geneid:11511084	XP_003665324	up:G2QKH3	hypothetical protein	Protein of unknown function (DUF3632)	DUF3632
MYCTH_2315997	ncbi-geneid:11511146	XP_003665386	up:G2QHV2	hypothetical protein	X-domain of DnaJ-containing(CAJ1)	DnaJ,DnaJ-X
MYCTH_2316003	ncbi-geneid:11511151	XP_003665391	up:G2QHV7	hypothetical protein	Membrane-associating domain	MARVEL
MYCTH_2316017	ncbi-geneid:11511179	XP_003665419	up:G2QHY5	hypothetical protein	Belongs to the complex I LYR family	Complex1_LYR
MYCTH_2316023	ncbi-geneid:11511188	XP_003665428	up:G2QHZ4	hypothetical protein	EMG1/NEP1 methyltransferase(NEP1)	EMG1
MYCTH_2316024	ncbi-geneid:11511190	XP_003665430	up:G2QHZ6	hypothetical protein	Required for ribosome biogenesis. Part of a complex which catalyzes pseudouridylation of rRNA. This involves the isomerization of uridine such that the ribose is subsequently attached to C5, instead of the normal N1(GAR1)	Gar1
MYCTH_2316063	ncbi-geneid:11511252	XP_003665492	up:G2QI58	hypothetical protein	-	-
MYCTH_2316068	ncbi-geneid:11511271	XP_003665511	up:G2QI77	hypothetical protein	-	-
MYCTH_2316070	ncbi-geneid:11511275	XP_003665515	up:G2QI81	hypothetical protein	Pfam:DUF2697	Mrx7
MYCTH_2316107	ncbi-geneid:11511423	XP_003665663	up:G2QIZ9	hypothetical protein	-	-
MYCTH_2316112	ncbi-geneid:11511446	XP_003665686	up:G2QJ22	hypothetical protein	Carrier of the growing fatty acid chain in fatty acid biosynthesis(ACP2)	PP-binding
MYCTH_2316127	ncbi-geneid:11513495	XP_003665748	up:G2QMW3	hypothetical protein	Phospholipase_D-nuclease N-terminal	PLDc_N
MYCTH_2316157	ncbi-geneid:11513551	XP_003665804	up:G2QKS7	hypothetical protein	Mitochondrial K+-H+ exchange-related	Mit_KHE1
MYCTH_2316158	ncbi-geneid:11513552	XP_003665805	up:G2QKS8	hypothetical protein	-	-
MYCTH_2316167	ncbi-geneid:11513662	XP_003665837	up:G2QKW0	hypothetical protein	-	-
MYCTH_2316205	ncbi-geneid:11513832	XP_003665929	up:G2QL52	hypothetical protein	Senescence-associated protein	Senescence
MYCTH_2316209	ncbi-geneid:11513838	XP_003665935	up:G2QL58	hypothetical protein	WSC domain(WSC4)	WSC
MYCTH_2316220	ncbi-geneid:11513863	XP_003665960	up:G2QL83	hypothetical protein	-	-
MYCTH_2316240	ncbi-geneid:11513996	XP_003666015	up:G2QLD8	hypothetical protein	Belongs to the phosphoglycerate kinase family(PGK1)	PGK
MYCTH_2316248	ncbi-geneid:11514012	XP_003666031	up:G2QLF5	hypothetical protein	oxidation-reduction process	-
MYCTH_2316249	ncbi-geneid:11514013	XP_003666032	up:G2QLF6	hypothetical protein	Major Facilitator Superfamily	MFS_1
MYCTH_2316262	ncbi-geneid:11514119	XP_003666060	up:G2QLI5	hypothetical protein	Belongs to the PdxS SNZ family(SNZ1)	SOR_SNZ
MYCTH_2316294	ncbi-geneid:11514194	XP_003666135	up:G2QLR0	hypothetical protein	Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is a respiratory chain that generates an electrochemical potential coupled to ATP synthesis(RIP1)	Rieske,UCR_TM
MYCTH_2316301	ncbi-geneid:11514283	XP_003666146	up:G2QLS1	glycosyltransferase family 32 protein	Glycosyltransferase sugar-binding region containing DXD motif	Gly_transf_sug
MYCTH_2316317	ncbi-geneid:11514320	XP_003666183	up:G2QLV8	hypothetical protein	-	-
MYCTH_2316331	ncbi-geneid:11514339	XP_003666202	up:G2QLX7	hypothetical protein	Belongs to the ubiquitin-conjugating enzyme family	UQ_con
MYCTH_2316337	ncbi-geneid:11514344	XP_003666207	up:G2QLY2	hypothetical protein	BTB/POZ domain	BTB
MYCTH_2316343	ncbi-geneid:11514469	XP_003666254	up:G2QM29	hypothetical protein	-	-
MYCTH_2316346	ncbi-geneid:11514490	XP_003666275	up:G2QM50	hypothetical protein	Glutamine synthetase, beta-Grasp domain(GLN1)	Gln-synt_C,Gln-synt_N
MYCTH_2316383	ncbi-geneid:11506184	XP_003666384	up:G2QMF9	hypothetical protein	SWIRM domain	SWIRM
MYCTH_2316405	ncbi-geneid:11506333	XP_003666455	up:G2QMN0	hypothetical protein	-	-
MYCTH_2316407	ncbi-geneid:11506337	XP_003666459	up:G2QMN4	hypothetical protein	ATP synthase j chain(ATP18)	ATP-synt_J
MYCTH_2316413	ncbi-geneid:11506356	XP_003666478	up:G2QMQ3	hypothetical protein	Plasma membrane osmosensor that activates the high osmolarity glycerol (HOG) MAPK signaling pathway in response to high osmolarity(SHO1)	SH3_1,SH3_9
MYCTH_2316418	ncbi-geneid:11506368	XP_003666490	up:G2QMR5	hypothetical protein	Cofilin/tropomyosin-type actin-binding protein	Cofilin_ADF
MYCTH_2316445	ncbi-geneid:11506546	XP_003666573	up:G2QP07	hypothetical protein	60S ribosomal protein(RPL26A)	KOW,Ribosomal_L26
MYCTH_2316483	ncbi-geneid:11506816	XP_003666687	up:G2QPC9	hypothetical protein	Vacuolar ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells. The active enzyme consists of a catalytic V1 domain attached to an integral membrane V0 proton pore complex. This subunit is a non-integral membrane component of the membrane pore domain and is required for proper assembly of the V0 sector. Might be involved in the regulated assembly of V1 subunits onto the membrane sector or alternatively may prevent the passage of protons through V0 pores(VMA6)	vATP-synt_AC39
MYCTH_2316489	ncbi-geneid:11506833	XP_003666704	up:G2QPE6	hypothetical protein	Belongs to the SKP1 family(ELC1)	Skp1_POZ
MYCTH_2316490	ncbi-geneid:11506839	XP_003666710	up:G2QPF2	hypothetical protein	6-O-methylguanine DNA methyltransferase, DNA binding domain(MGT1)	DNA_binding_1
MYCTH_2316492	ncbi-geneid:11506841	XP_003666712	up:G2QPF4	hypothetical protein	Scd6-like Sm domain	FDF,LSM14
MYCTH_2316497	ncbi-geneid:11506856	XP_003666727	up:G2QPG9	hypothetical protein	Cytochrome c oxidase subunit VIIc	COX7C
MYCTH_2316511	ncbi-geneid:11506972	XP_003666765	up:G2QPK7	hypothetical protein	Amino acid permease	AA_permease
MYCTH_2316512	ncbi-geneid:11506973	XP_003666766	up:G2QPK8	hypothetical protein	-	-
MYCTH_2316515	ncbi-geneid:11506978	XP_003666771	up:G2QPL3	hypothetical protein	-	-
MYCTH_2316519	ncbi-geneid:11506988	XP_003666781	up:G2QPM3	hypothetical protein	SNARE domain-containing protein	SNARE
MYCTH_2316520	ncbi-geneid:11506997	XP_003666790	up:G2QPN2	hypothetical protein	Belongs to the mitochondrial carrier (TC 2.A.29) family	EF-hand_1,EF-hand_5,EF-hand_7,EF-hand_8,Mito_carr
MYCTH_2316522	ncbi-geneid:11507001	XP_003666794	up:G2QPN6	hypothetical protein	Domain of unknown function (DUF4452)	DUF4452
MYCTH_2316525	ncbi-geneid:11507006	XP_003666799	up:G2QPP1	hypothetical protein	Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism. Adenylate kinase activity is critical for regulation of the phosphate utilization and the AMP de novo biosynthesis pathways(ADK1)	ADK,ADK_lid
MYCTH_2316540	ncbi-geneid:11507115	XP_003666830	up:G2QPS2	hypothetical protein	-	-
MYCTH_2316558	ncbi-geneid:11507167	XP_003666882	up:G2QPX4	hypothetical protein	Belongs to the eukaryotic ribosomal protein eL27 family(RPL27B)	Ribosomal_L27e
MYCTH_2316564	ncbi-geneid:11507184	XP_003666899	up:G2QPZ1	hypothetical protein	Electron carrier protein. The oxidized form of the cytochrome c heme group can accept an electron from the heme group of the cytochrome c1 subunit of cytochrome reductase. Cytochrome c then transfers this electron to the cytochrome oxidase complex, the final protein carrier in the mitochondrial electron-transport chain(CYC1)	Cytochrom_C
MYCTH_2316572	ncbi-geneid:11507278	XP_003666915	up:G2QQ07	hypothetical protein	Oligosaccaryltransferase	Ost4
MYCTH_2316574	ncbi-geneid:11507279	XP_003666916	up:G2QQ08	hypothetical protein	C-terminal duplication domain of Friend of PRMT1(YRA1)	FoP_duplication,RRM_1
MYCTH_2316579	ncbi-geneid:11507282	XP_003666919	up:G2QQ11	hypothetical protein	Belongs to the SNF7 family(VPS24)	Snf7
MYCTH_2316580	ncbi-geneid:11507284	XP_003666921	up:G2QQ13	hypothetical protein	-	-
MYCTH_2316607	ncbi-geneid:11507337	XP_003666974	up:G2QQ66	hypothetical protein	Domain with 2 conserved Trp (W) residues	WW
MYCTH_2316610	ncbi-geneid:11509296	XP_003666979	up:G2QQ71	hypothetical protein	Belongs to the actin family(ARP3)	Actin
MYCTH_2316635	ncbi-geneid:11509341	XP_003667024	up:G2QQB6	hypothetical protein	Belongs to the actin-binding proteins ADF family(COF1)	Cofilin_ADF
MYCTH_2316642	ncbi-geneid:11509362	XP_003667045	up:G2QQD7	hypothetical protein	Produces ATP from ADP in the presence of a proton gradient across the membrane(ATP2)	ATP-synt_ab,ATP-synt_ab_N
MYCTH_2316652	ncbi-geneid:11509455	XP_003667060	up:G2QQF2	hypothetical protein	Belongs to the mitochondrial carrier (TC 2.A.29) family(MIR1)	Mito_carr
MYCTH_2316657	ncbi-geneid:11509461	XP_003667066	up:G2QQF8	hypothetical protein	snRNP Sm proteins	LSM
MYCTH_2316706	ncbi-geneid:11509643	XP_003667170	up:G2QN52	hypothetical protein	Belongs to the small GTPase superfamily. Rho family(RHO1)	Ras
MYCTH_2316726	ncbi-geneid:11509674	XP_003667201	up:G2QN83	hypothetical protein	Essential component of the PAM complex, a complex required for the translocation of transit peptide-containing proteins from the inner membrane into the mitochondrial matrix in an ATP-dependent manner(mge1)	GrpE
MYCTH_2316731	ncbi-geneid:11509684	XP_003667211	up:G2QN93	hypothetical protein	ATP citrate lyase citrate-binding(acl2)	ATP-grasp_2,Citrate_bind
MYCTH_2316737	ncbi-geneid:11509772	XP_003667221	up:G2QNA3	hypothetical protein	Belongs to the syntaxin family(PEP12)	SNARE,Syntaxin_2
MYCTH_2316740	ncbi-geneid:11510126	XP_003667255	up:G2QND7	hypothetical protein	bZIP transcription factor	bZIP_1
MYCTH_2316753	ncbi-geneid:11509839	XP_003667288	up:G2QNH0	hypothetical protein	Belongs to the mitochondrial carrier (TC 2.A.29) family(PET9)	Mito_carr
MYCTH_23848	ncbi-geneid:11505641	XP_003658906	up:G2Q4G8	hypothetical protein	Phosphorylase superfamily	PNP_UDP_1
MYCTH_26583	ncbi-geneid:11506771	XP_003664899	up:G2QJ79	hypothetical protein	-	-
MYCTH_26863	ncbi-geneid:11514479	XP_003666264	up:G2QM39	hypothetical protein	-	-
MYCTH_27099	ncbi-geneid:11509510	XP_003667115	up:G2QMZ7	hypothetical protein	Membrane-associating domain	MARVEL
MYCTH_27231	ncbi-geneid:11507728	XP_003663102	up:G2QBB4	hypothetical protein	Phosphotransferase	APH
MYCTH_27318	ncbi-geneid:11513463	XP_003663988	up:G2QH83	hypothetical protein	LPXTG-domain-containing protein	-
MYCTH_27592	ncbi-geneid:11514466	XP_003666251	up:G2QM26	hypothetical protein	-	-
MYCTH_27758	ncbi-geneid:11510299	XP_003661494	up:G2Q8K0	hypothetical protein	CENP-S protein(MHF1)	CENP-S
MYCTH_27775	ncbi-geneid:11509346	XP_003667029	up:G2QQC1	hypothetical protein	-	-
MYCTH_29375	ncbi-geneid:11513845	XP_003665942	up:G2QL65	hypothetical protein	Histone deacetylase domain(HOS3)	Hist_deacetyl
MYCTH_31411	ncbi-geneid:11508765	XP_003658344	up:G2Q6R9	hypothetical protein	helicase superfamily c-terminal domain(ROK1)	DEAD,Helicase_C
MYCTH_33003	ncbi-geneid:11509586	XP_003663552	up:G2QDE2	hypothetical protein	Pro-kumamolisin, activation domain	Peptidase_S8,Pro-kuma_activ
MYCTH_33039	ncbi-geneid:11509565	XP_003663531	up:G2QDC1	hypothetical protein	SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain	SET,zf-MYND
MYCTH_33514	ncbi-geneid:11511064	XP_003665304	up:G2QKF3	hypothetical protein	NADH-ubiquinone oxidoreductase ASHI subunit (CI-ASHI or NDUFB8)	NDUF_B8
MYCTH_33936	ncbi-geneid:11511278	XP_003665518	up:G2QI84	carbohydrate-binding module family 1 protein	Fungal-type cellulose-binding domain	CBM_1
MYCTH_34819	ncbi-geneid:11506239	XP_003666439	up:G2QML4	hypothetical protein	-	-
MYCTH_35583	ncbi-geneid:11511356	XP_003665596	up:G2QIM9	hypothetical protein	RTA1 like protein	RTA1
MYCTH_35909	ncbi-geneid:11508608	XP_003658665	up:G2Q293	hypothetical protein	This enzyme scavenges exogenous and endogenous cytidine and 2'-deoxycytidine for UMP synthesis	dCMP_cyt_deam_1
MYCTH_36130	ncbi-geneid:11513432	XP_003663957	up:G2QH52	hypothetical protein	-	-
MYCTH_36219	ncbi-geneid:11505444	XP_003658387	up:G2PZR7	hypothetical protein	to reverse transcriptase	Asp_protease_2,Chromo,Peptidase_A2E,RVT_1,Retrotrans_gag,gag-asp_proteas,rve,zf-CCHC
MYCTH_36377	ncbi-geneid:11506071	XP_003659374	up:G2Q1D9	hypothetical protein	Histone-like transcription factor (CBF/NF-Y) and archaeal histone	CBFD_NFYB_HMF
MYCTH_36441	ncbi-geneid:11505433	XP_003660917	up:G2PZI6	hypothetical protein	-	-
MYCTH_36460	ncbi-geneid:11514276	XP_003666139	up:G2QLR4	hypothetical protein	-	-
MYCTH_36737	ncbi-geneid:11510617	XP_003661812	up:G2Q9V8	hypothetical protein	Apc13p protein	Apc13p
MYCTH_36895	ncbi-geneid:11509276	XP_003663398	up:G2QCH7	hypothetical protein	-	-
MYCTH_36908	ncbi-geneid:11512936	XP_003660787	up:G2Q663	hypothetical protein	-	-
MYCTH_36979	ncbi-geneid:11514385	XP_003664442	up:G2QFG8	hypothetical protein	Ribosomal protein S28e(RPS28A)	Ribosomal_S28e
